norm_name,github_login,confidence,gh_name,gh_company,followers,method,resolved_at,recheck_after
franck pachot,FranckPachot,HIGH,Franck Pachot,MongoDB,103,fullname+jvmrepo,2026-06-28,
thijs schreijer,Tieske,MED,Thijs Schreijer,,260,fullname,2026-06-28,2026-09-26
brede dammen,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
pierre kil,pierrekil,MED,Pierre Kil,OpenRemote,19,fullname,2026-06-28,2026-09-26
diomidis spinellis,dspinellis,HIGH,Diomidis Spinellis,Athens University of Economics and Business & Delft University of Technology,1672,fullname+dominant,2026-06-28,
manuel leduc,manuelleduc,HIGH,Manuel Leduc,XWiki SAS,34,fullname+jvmrepo,2026-06-28,
lennart poettering,poettering,HIGH,Lennart Poettering,Amutable,1822,fullname+dominant,2026-06-28,
syed usman ahmad,preyingrazor,MED,Syed Usman Ahmad,,0,fullname,2026-06-28,2026-09-26
luiz villa,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
daniela petruzalek,danicat,HIGH,Daniela Petruzalek,@GoogleCloudPlatform ,972,fullname+dominant,2026-06-28,
akashdeep dhar,gridhead,HIGH,Akashdeep Dhar,@RedHatOfficial,258,fullname+dominant,2026-06-28,
emanuele giuseppe esposito,esposem,MED,Emanuele Giuseppe Esposito,Red Hat,19,fullname,2026-06-28,2026-09-26
augusto de oliveira,BernardoGO,HIGH,Bernardo Augusto Godinho de Oliveira,Pontifical Catholic University of Minas Gerais,604,fullname+dominant,2026-06-28,
david baker,dbkr,HIGH,David Baker,,177,fullname+org,2026-06-28,
ferdinand schlatt,fschlatt,MED,Ferdinand Schlatt,,42,fullname,2026-06-28,2026-09-26
antonio mallia,amallia,HIGH,Antonio Mallia,Seltz,195,fullname+dominant,2026-06-28,
stephane caron,stephane-caron,HIGH,Stéphane Caron,CNRS,875,fullname+dominant,2026-06-28,
sam pfeiffer,awesomebytes,HIGH,Sam Pfeiffer,Wayve,461,fullname+dominant,2026-06-28,
dmitry levin,ldv-alt,MED,Dmitry V. Levin,,149,fullname,2026-06-28,2026-09-26
abderrahim kitouni,abderrahim,MED,Abderrahim Kitouni,,15,fullname,2026-06-28,2026-09-26
samuel desseaux,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
andre rebentisch,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
prasun anand,prasunanand,HIGH,Prasun Anand,@zasper-io,145,fullname+dominant,2026-06-28,
fabio giovanazzi,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
anutosh bhat,anutosh491,HIGH,Anutosh Bhat,QuantStack,60,fullname+dominant,2026-06-28,
fra openforfuture,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
aurelien luciani,aurel-l,MED,Aurélien Luciani,EMBL-EBI,7,fullname,2026-06-28,2026-09-26
ben cerveny,nebster,HIGH,ben cerveny,@publiccodenet @VurbAgency,28,fullname,2026-06-28,
ruth suehle,suehle,MED,Ruth Suehle,@sassoftware,39,fullname,2026-06-28,2026-09-26
ilya boyandin,ilyabo,MED,Ilya Boyandin,,253,fullname,2026-06-28,2026-09-26
jonas jakstys,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
desaintjan arthur,Einithorynque,MED,Desaintjan Arthur,,0,fullname,2026-06-28,2026-09-26
tobias kremer,tbkr,MED,Tobias Kremer,@ecmwf ,10,fullname,2026-06-28,2026-09-26
marek piku a,MarekPikula,MED,Marek Pikuła,Samsung Research,37,fullname,2026-06-28,2026-09-26
thibault payet,monwarez,MED,Thibault Payet,,11,fullname,2026-06-28,2026-09-26
lukas trippe,lkstrp,MED,Lukas Trippe,Technische Universität Berlin,35,fullname,2026-06-28,2026-09-26
himadri chhaya shailesh,himadrics,HIGH,Himadri Chhaya-Shailesh,@Inria,45,fullname-ascii+jvmrepo,2026-06-28,
lars,opa334,MED,Lars Fröder,,7293,fullname,2026-06-28,2026-09-26
filippo della bianca,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
pavel machek,pavelmachek,MED,Pavel Machek,,44,fullname,2026-06-28,2026-09-26
neil brown,neilzone,MED,Neil Brown,decoded.legal,25,fullname,2026-06-28,2026-09-26
rasmus frey,zorp,MED,Rasmus Frey,OS2 - Offentlig Digitaliseringsfællesskab,24,fullname,2026-06-28,2026-09-26
esteve fernandez,charlsef23,MED,Carlos Esteve Fernández,,3,fullname,2026-06-28,2026-09-26
guillaume claret,clarus,HIGH,Guillaume Claret,Formal Land,344,fullname+dominant,2026-06-28,
sergey,sergeyshaykhullin,MED,Sergey Shaykhullin,,1968,fullname,2026-06-28,2026-09-26
celia piquet,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
otto richter,fnetX,MED,Otto Richter (fnetX),Codeberg e.V.,9,fullname,2026-06-28,2026-09-26
martin storsjo,mstorsjo,MED,Martin Storsjö,,540,fullname,2026-06-28,2026-09-26
marius kleidl,Acconut,HIGH,Marius Kleidl,@getstream,137,fullname+dominant,2026-06-28,
stef dillo,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
ruud van asseldonk,ruuda,MED,Ruud van Asseldonk,,410,fullname,2026-06-28,2026-09-26
felixclc,FCLC,MED,FelixCLC,,36,fullname,2026-06-28,2026-09-26
greg wallace,gtewallace,HIGH,Greg Wallace,NetActuate,19,fullname,2026-06-28,
jose castillo lema,josecastillolema,HIGH,José Castillo Lema,Red Hat,222,fullname+dominant,2026-06-28,
neil johnson,theneiljohnson,MED,Neil Johnson,Microsoft,62,fullname,2026-06-28,2026-09-26
danj,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
hyacinthe cartiaux,hcartiaux,HIGH,Hyacinthe Cartiaux,University of Luxembourg,61,fullname+dominant,2026-06-28,
danilo spinella,danyspin97,HIGH,Danilo Spinella,@suse,159,fullname+jvmrepo,2026-06-28,
ryan gibb,RyanGibb,HIGH,Ryan Gibb,University of Cambridge,76,fullname+dominant,2026-06-28,
karen bennet,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
jan cerny,yagarea,HIGH,Jan Černý,,67,fullname,2026-06-28,
harald fischer,Riquu,MED,Jan Harald Fischer,,0,fullname,2026-06-28,2026-09-26
david konarik,dvdkon,MED,David Koňařík,,13,fullname,2026-06-28,2026-09-26
maximilien richer,halfa,HIGH,Maximilien Richer,@Collibra,57,fullname+dominant,2026-06-28,
jarek potiuk,potiuk,HIGH,Jarek Potiuk,Apache Software Foundation,852,fullname+dominant,2026-06-28,
wookey,WooKeyWallet,HIGH,WooKey,,49,fullname+jvmrepo,2026-06-28,
ariadne conill,kaniini,HIGH,Ariadne Conill,@edera-dev,604,fullname,2026-06-28,
naoyuki masumoto,Naoyuki-Masumoto,HIGH,Naoyuki-Masumoto,Osaka University,1,fullname,2026-06-28,
thomas munro,macdice,MED,Thomas Munro,,82,fullname,2026-06-28,2026-09-26
varun r mallya,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
julian schauder,zesoup,MED,Julian Schauder,ZenDiS GmbH,0,fullname,2026-06-28,2026-09-26
paul sonnentag,paulsonnentag,MED,Paul Sonnentag,,202,fullname,2026-06-28,2026-09-26
tommaso bernabo,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
aditya singh,as1605,HIGH,Aditya Singh,@scaledata ,214,fullname+jvmrepo,2026-06-28,
aurore roma,AuroreRoma,MED,Aurore Roma,,7,fullname,2026-06-28,2026-09-26
marcel kolaja,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
martin jediny,jedinym,HIGH,Martin Jediny,Red Hat,2,fullname-ascii,2026-06-28,
ella jakubowska,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
georgi kodinov,gkodinov,HIGH,Georgi Kodinov,MariaDB Foundation,76,fullname+dominant,2026-06-28,
tobias augspurger,Ly0n,HIGH,Tobias Augspurger,@open-energy-transition @protontypes,356,fullname,2026-06-28,
cairo caplan,cairo-caplan,MED,Cairo Caplan,@openhwgroup @EclipseFdn,6,fullname,2026-06-28,2026-09-26
alexander chalikiopoulos,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
colin evrard,CEV-MIND,HIGH,Colin Evrard,,1,fullname,2026-06-28,
denise r s almeida,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
patrick brosset,captainbrosset,HIGH,Patrick Brosset,Microsoft,260,fullname+dominant,2026-06-28,
karel koci,Cynerd,MED,Karel Kočí,Elektroline a.s.,23,fullname,2026-06-28,2026-09-26
daniele mingolla,mingolladaniele,MED,Daniele Mingolla,,28,fullname,2026-06-28,2026-09-26
michal rostecki,vadorovsky,HIGH,Michal Rostecki,@anza-xyz,293,fullname+dominant,2026-06-28,
antoine oustry,aoustry,MED,"Antoine Oustry, PhD",RTE,10,fullname,2026-06-28,2026-09-26
raul sevilla,rsevilla87,HIGH,Raúl Sevilla,Red Hat,51,fullname+dominant,2026-06-28,
pepijn lemmens,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
jos,josdejong,MED,Jos de Jong,Self-employed,1339,fullname,2026-06-28,2026-09-26
claire pershan,CPershan,MED,Claire Pershan,EU DisinfoLab,0,fullname,2026-06-28,2026-09-26
christian simon,simonswine,HIGH,Christian Simon,@grafana,118,fullname+dominant,2026-06-28,
bjorn ruytenberg,BjornRuytenberg,MED,Björn Ruytenberg,,40,fullname,2026-06-28,2026-09-26
philip homburg,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
andrin bertschi,abertschi,HIGH,Andrin Bertschi,,205,fullname+org,2026-06-28,
charley mann,Charley-Mann,MED,Charley Mann,CNCF,5,fullname,2026-06-28,2026-09-26
emma ghariani,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
guillermo sanchez,membriux,MED,Guillermo Sanchez Lamas,,64,fullname,2026-06-28,2026-09-26
glenn eriksson,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
sina karvandi,SinaKarvandi,MED,Sina Karvandi,,969,fullname,2026-06-28,2026-09-26
rosanna sibora,rsibora,HIGH,Rosanna Sibora,OpenProject,0,fullname,2026-06-28,
andreas cuny,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
anthony welte,TonyWelte,MED,Anthony Welte,Vitibot,13,fullname,2026-06-28,2026-09-26
christoph haag,ChristophHaag,HIGH,Christoph Haag,@Collabora,65,fullname,2026-06-28,
brennan vincent,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
frederic noppe,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
michael muller,cmichi,HIGH,Michael Müller,,280,fullname+jvmrepo,2026-06-28,
benoit descotes genon,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
santiago penate vera,SanPen,HIGH,Santiago Peñate Vera,eRoots,181,fullname-ascii+dominant,2026-06-28,
hannah aubry,haubles,MED,Hannah Aubry,,17,fullname,2026-06-28,2026-09-26
tonis tiigi,tonistiigi,HIGH,Tõnis Tiigi,Docker,952,fullname+dominant,2026-06-28,
arian van putten,arianvp,MED,Arian van Putten,,351,fullname,2026-06-28,2026-09-26
timothee gosselin,unteem,MED,Timothee Gosselin,,22,fullname-ascii,2026-06-28,2026-09-26
paul fuxjager,paulfuxjaeger,HIGH,Paul Fuxjäger,,2,fullname+jvmrepo,2026-06-28,
gotha,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
pelin smines,PelinSmines,MED,Pelin Smines,,0,fullname,2026-06-28,2026-09-26
ondrej michal,martymichal,MED,Ondřej Míchal,,40,fullname,2026-06-28,2026-09-26
albert krewinkel,tarleb,MED,Albert Krewinkel,,243,fullname,2026-06-28,2026-09-26
harmen stoppels,haampie,HIGH,Harmen Stoppels,Stoppels Consulting,274,fullname+dominant,2026-06-28,
jeremy jongepier,autostatic,MED,Jeremy Jongepier,,18,fullname,2026-06-28,2026-09-26
amelia crate,a-crate,HIGH,Amelia Crate,@chainguard-dev,8,fullname,2026-06-28,
peg,ameba23,HIGH,peg,flashbots,83,fullname+dominant,2026-06-28,
lukas gerlach,monsterkrampe,MED,Lukas Gerlach,@knowsys ,29,fullname,2026-06-28,2026-09-26
eve redero,everedero,MED,Eve Redero,,19,fullname,2026-06-28,2026-09-26
django doucet,django-dou7,MED,Django Doucet,NAIT,0,fullname,2026-06-28,2026-09-26
prankur gupta,gupta1001,MED,Prankur Gupta,,2,fullname,2026-06-28,2026-09-26
benjamin w broersma,bwbroersma,MED,Benjamin W. Broersma,,40,fullname-ascii,2026-06-28,2026-09-26
petr penzin,ppenzin,MED,Petr Penzin,@tenstorrent,37,fullname,2026-06-28,2026-09-26
angus hollands,agoose77,HIGH,Angus Hollands,2i2c,128,fullname+dominant,2026-06-28,
david petera,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
florin hasler,florihas,MED,Florin Hasler,@bfh,9,fullname,2026-06-28,2026-09-26
matthew suozzo,msuozzo,MED,Matthew Suozzo,,71,fullname,2026-06-28,2026-09-26
eric curtin,ericcurtin,HIGH,Eric Curtin,"Docker, Inc",346,fullname+dominant,2026-06-28,
eli mallon,iameli,HIGH,Eli Mallon,@streamplace,88,fullname+dominant,2026-06-28,
kosuke miyaji,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
francisco martin rico,fmrico,HIGH,Francisco Martín Rico,Rey Juan Carlos University,616,fullname+dominant,2026-06-28,
francisco miguel moreno,Butakus,MED,Francisco Miguel Moreno,,19,fullname,2026-06-28,2026-09-26
abel samot,abelsamot,MED,Abel Samot,>commit,5,fullname,2026-06-28,2026-09-26
thomas van dijk,tcvdijk,MED,Thomas van Dijk,TU Eindhoven,17,fullname,2026-06-28,2026-09-26
alex wenger,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
phillip tennen,codyd51,MED,Phillip Tennen,,402,fullname,2026-06-28,2026-09-26
torsten grote,grote,HIGH,Torsten Grote,,353,fullname+jvmrepo,2026-06-28,
bastian ehrenholz,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
egor dmitriev,egordm,HIGH,Egor Dmitriev,Alliander,38,fullname,2026-06-28,
paula von der heide,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
david abdurachmanov,davidlt,MED,David Abdurachmanov,,36,fullname,2026-06-28,2026-09-26
shannon wray,shannondwray,MED,Shannon Wray,Open Collective,20,fullname,2026-06-28,2026-09-26
dorin geman,doringeman,MED,Dorin-Andrei Geman,,30,fullname,2026-06-28,2026-09-26
tim philipp muller,tp-m,HIGH,Tim-Philipp Müller,Centricular Ltd,50,fullname-ascii+dominant,2026-06-28,
artem dyomin,Artemiy-d,MED,Artem Dyomin,The Qt Company,0,fullname,2026-06-28,2026-09-26
pep pla,peppla,MED,Pep Pla,,1,fullname,2026-06-28,2026-09-26
charly batista,elchinoo,HIGH,Charly Batista,@edb,45,fullname,2026-06-28,
jenia peimer,jpeimer,HIGH,Jenia Peimer,Red Hat,2,fullname,2026-06-28,
nils petter skalerud,Didgy74,MED,Nils Petter Skålerud,The Qt Group,20,fullname,2026-06-28,2026-09-26
florian duros,florianduros,HIGH,Florian Duros,@vector-im ,21,fullname+org,2026-06-28,
alfonso sandoval rosas,alfsando,MED,Alfonso Sandoval Rosas,Cisco Systems,0,fullname,2026-06-28,2026-09-26
ian forrester,cubicgarden,HIGH,Ian Forrester,@cubicgarden,19,fullname,2026-06-28,
matt yonkovit the yonk,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
gina plat,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
greg potter,gdpotter,HIGH,Greg Potter,,23,fullname+jvmrepo,2026-06-28,
mario vitale,mfvitale,HIGH,Fiore Mario Vitale,@RedHatOfficial @debezium @IBM,37,fullname+jvmrepo,2026-06-28,
henrik brandle,HtoTheB,MED,Henrik Brändle,,2,fullname,2026-06-28,2026-09-26
sam jewell,samjewell,MED,Sam Jewell,Grafana Labs,21,fullname,2026-06-28,2026-09-26
mike mcquaid,MikeMcQuaid,HIGH,Mike McQuaid,@Administrate,4371,fullname+dominant,2026-06-28,
bartosz golaszewski,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
federico lucifredi,0xf2,HIGH,Federico Lucifredi,The Dragon Propulsion Laboratory,25,fullname,2026-06-28,
vsevolod stakhov,vstakhov,MED,Vsevolod Stakhov,,393,fullname,2026-06-28,2026-09-26
jean michel friedt,jmfriedt,HIGH,Jean-Michel Friedt,FEMTO-ST,148,fullname-ascii+dominant,2026-06-28,
nicolas honing,nhoening,HIGH,Nicolas Höning,@SeitaBV ,49,fullname,2026-06-28,
hayleigh thompson,hayleigh-dot-dev,HIGH,Hayleigh Thompson,@xyflow ,599,fullname+dominant,2026-06-28,
alexander schwartz,ahus1,HIGH,Alexander Schwartz,@IBM,253,fullname,2026-06-28,
tsvetan usunov,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
nico rikken,nicorikken,HIGH,Nico Rikken,@Alliander @alliander-opensource @fsfe,63,fullname+dominant,2026-06-28,
phil estes,estesp,HIGH,Phil Estes,@aws,593,fullname+dominant,2026-06-28,
ricardo signes,rjbs,HIGH,Ricardo Signes,@Fastmail,443,fullname,2026-06-28,
nick kossifidis,mickflemm,MED,Nick Kossifidis,,59,fullname,2026-06-28,2026-09-26
achim friedland,ahzf,HIGH,Achim Friedland,GraphDefined GmbH,91,fullname+dominant,2026-06-28,
benjamin alan jamie,orangesunny,MED,Benjamin Alan Jamie,Weblate,13,fullname,2026-06-28,2026-09-26
skyler grey,Minion3665,HIGH,Skyler Grey,@CollaboraOnline,74,fullname,2026-06-28,
thierry carrez,ttx,MED,Thierry Carrez,OpenStack Foundation,28,fullname,2026-06-28,2026-09-26
eyal ron neiman,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
daan de meyer,daandemeyer,HIGH,Daan De Meyer,@amutable-systems,149,fullname+dominant,2026-06-28,
luca weiss,z3ntu,HIGH,Luca Weiss,@Fairphone,257,fullname+dominant,2026-06-28,
jeffrey rongen,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
masashi yoshimura,yomaytk,HIGH,Masashi Yoshimura,"NTT, Inc",49,fullname,2026-06-28,
anirban ani sinha,anirban89,MED,Anirban Sinha,Los Alamos National Laboratory,21,fullname-ascii,2026-06-28,2026-09-26
ron evans,deadprogram,HIGH,Ron Evans,The Hybrid Group,1013,fullname+dominant,2026-06-28,
mohammed zubair ahmed,zewbare,HIGH,Mohammed Zubair Ahmed,,0,fullname+jvmrepo,2026-06-28,
tomas hrcka,humaton,MED,Tomáš Hrčka,Red Hat Czech,47,fullname,2026-06-28,2026-09-26
cian butler,butlerx,HIGH,Cian Butler,@cloudsmith-io,111,fullname+dominant,2026-06-28,
jonathan dowland,jmtd,HIGH,Jonathan Dowland, @IBM,101,fullname,2026-06-28,
christine lemmer webber,cwebber,MED,Christine Lemmer-Webber,,230,fullname-ascii,2026-06-28,2026-09-26
jessica tallon,tsyesika,MED,Jessica Tallon,,90,fullname,2026-06-28,2026-09-26
michal pleban,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
brendan abolivier,babolivier,HIGH,Brendan Abolivier,Mozilla,170,fullname,2026-06-28,
james lowden,jklowden,MED,James K. Lowden,"Symas, Inc. ",9,fullname,2026-06-28,2026-09-26
daniel gultsch,iNPUTmice,HIGH,Daniel Gultsch,,399,fullname+jvmrepo,2026-06-28,
salve j nilsen,sjn,MED,Salve J. Nilsen ✅,,55,fullname-ascii,2026-06-28,2026-09-26
vitaly kuznetsov,vittyvk,HIGH,Vitaly Kuznetsov,@RedHatOfficial,13,fullname,2026-06-28,
lancelot six,lancesix,MED,Lancelot Six,AMD,1,fullname,2026-06-28,2026-09-26
marton bognar,martonbognar,HIGH,marton bognar,@DistriNet,60,fullname+dominant,2026-06-28,
ludovic courtes,civodul,MED,Ludovic Courtès,,78,fullname,2026-06-28,2026-09-26
muhammad usama sardar,muhammad-usama-sardar,HIGH,Muhammad Usama Sardar,TU Dresden,9,fullname,2026-06-28,
remi denis courmont,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
thomas woerner,t-woerner,MED,Thomas Woerner,"Red Hat, Inc.",22,fullname,2026-06-28,2026-09-26
carla martinez poveda,carma12,HIGH,Carla Martínez Poveda,@RedHatOfficial,10,fullname+jvmrepo,2026-06-28,
philipp k krause,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
carlos sanchez,carlossg,HIGH,Carlos Sanchez,Adobe,538,fullname,2026-06-28,
david thompson,davexunit,HIGH,David Thompson,Spritely Institute,121,fullname,2026-06-28,
hugo cornelis,HugoCornelis,MED,Hugo Cornelis,,1,fullname,2026-06-28,2026-09-26
arnt gulbrandsen,arnt,HIGH,Arnt Gulbrandsen,,45,fullname+jvmrepo,2026-06-28,
mohammad reza nabipoor,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
venky shankar,vshankar,HIGH,Venky Shankar,IBM,34,fullname,2026-06-28,
kemal akkoyun,kakkoyun,HIGH,Kemal Akkoyun,@DataDog,713,fullname,2026-06-28,
peter keller,petekeller2,MED,Peter Keller,,10,fullname,2026-06-28,2026-09-26
fernando fernandez mancera,ffmancera,HIGH,Fernando Fernández Mancera,SUSE,61,fullname+dominant,2026-06-28,
jan patrick lehr,jplehr,HIGH,Jan Patrick Lehr,AMD,36,fullname-ascii,2026-06-28,
andrew williams,AndrewILWilliams,MED,Andrew Williams,,69,fullname,2026-06-28,2026-09-26
pierrick philippe,pierrick-philippe,MED,Pierrick Philippe,Orange,2,fullname,2026-06-28,2026-09-26
marta rybczynska,mrybczyn,MED,Marta Rybczynska,Ygreky,13,fullname,2026-06-28,2026-09-26
magnus kulke,mkulke,MED,Magnus Kulke,@Microsoft,49,fullname,2026-06-28,2026-09-26
carsten rosenberg,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
erwann roussy,eroussy,MED,Erwann Roussy,,1,fullname,2026-06-28,2026-09-26
manu zurmuehl,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
julia lawall,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
jeremy bennett,jeremybennett,MED,Jeremy Bennett,Embecosm,73,fullname,2026-06-28,2026-09-26
remi duraffort,ivoire,MED,Rémi Duraffort,,38,fullname,2026-06-28,2026-09-26
holger krekel,hpk42,MED,holger krekel ,merlinux,0,fullname,2026-06-28,2026-09-26
deb bryant,debbryant,MED,Deb Bryant,Red Hat,1,fullname,2026-06-28,2026-09-26
mattias jonsson,mjonss,HIGH,Mattias Jonsson,,16,fullname+jvmrepo,2026-06-28,
lukas,lukasmasuch,MED,Lukas Masuch,@streamlit,1396,fullname,2026-06-28,2026-09-26
georg link,GeorgLink,HIGH,Georg J.P. Link,Bitergia,80,fullname,2026-06-28,
iolanda pensa,iopensa,MED,Iolanda Pensa,SUPSI SUPSI University of Applied Sciences and Arts of Southern Switzerland,2,fullname,2026-06-28,2026-09-26
alfonso carrillo aspiazu,acarrilloa,HIGH,Alfonso Carrillo Aspiazu,OpenNebula Systems,4,fullname,2026-06-28,
shirley bailes,shirleybailes,MED,Shirley Bailes,@intel,4,fullname,2026-06-28,2026-09-26
walt miner,waltminer,MED,Walt Miner,,25,fullname,2026-06-28,2026-09-26
frantisek lachman,lachmanfrantisek,HIGH,František Lachman,Red Hat,25,fullname,2026-06-28,
tobie langel,tobie,HIGH,Tobie Langel,UnlockOpen,504,fullname+dominant,2026-06-28,
thorsten behrens,thorstenb,MED,Thorsten Behrens,allotropia software GmbH,26,fullname,2026-06-28,2026-09-26
dan cermak,dcermak,HIGH,Dan Čermák,@SUSE,63,fullname,2026-06-28,
jose maria casanova crespo,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
juan a suarez,JoseJuanSE,HIGH,Jose Juan Suarez Elizalde,ESCOM,43,fullname-ascii+jvmrepo,2026-06-28,
alexander sander,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
oren klopfer,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
timo kandra,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
bryan o donoghue,0xB0D,MED,Bryan O'Donoghue,Nexus Software,10,fullname,2026-06-28,2026-09-26
missytake,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
petr mensik,pemensik,MED,Petr Menšík,Red Hat,40,fullname,2026-06-28,2026-09-26
dmitriy kostiuk,fiowro,MED,Dmitriy Kostiuk,,19,fullname,2026-06-28,2026-09-26
jim madge,JimMadge,HIGH,Jim Madge,@alan-turing-institute ,39,fullname,2026-06-28,
thibault raffaillac,traffaillac,MED,Thibault Raffaillac,,22,fullname,2026-06-28,2026-09-26
dcz,danczw,MED,dcz,,8,fullname,2026-06-28,2026-09-26
holger levsen,h01ger,MED,Holger Levsen,,41,fullname,2026-06-28,2026-09-26
vittorio bertola,vbertola,HIGH,Vittorio Bertola,Open-Xchange,2,fullname,2026-06-28,
hans de goede,jwrdegoede,MED,Hans de Goede,,280,fullname,2026-06-28,2026-09-26
ben bucksch,benbucksch,MED,Ben Bucksch,Beonex,40,fullname,2026-06-28,2026-09-26
alexander soto,alexsotocx,HIGH,Alexander Soto,,23,fullname+jvmrepo,2026-06-28,
urban bruhin,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
johannes schlatow,jschlatow,MED,Johannes Schlatow,@genodelabs ,28,fullname,2026-06-28,2026-09-26
yorik van havre,yorikvanhavre,HIGH,Yorik van Havre,"@uncreatednet, @openingdesign, @FreeCAD ",613,fullname+dominant,2026-06-28,
graziano casto,graz-dev,MED,Graziano Casto,Akamas,22,fullname,2026-06-28,2026-09-26
aleksandr mikhalitsyn,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
maximilian huber,maxhbr,MED,Maximilian Huber,@TNG Technology Consulting GmbH,67,fullname,2026-06-28,2026-09-26
renzo davoli,rd235,MED,Renzo Davoli,,168,fullname,2026-06-28,2026-09-26
bradley m kuhn,bkuhn,MED,Bradley M. Kuhn,@conservancy ,49,fullname-ascii,2026-06-28,2026-09-26
matthias kirschner,kirschner,MED,Matthias Kirschner,Free Software Foundation Europe,11,fullname,2026-06-28,2026-09-26
jehan monnier,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
